Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20220810:1300,94,2.5,21.4,1.2,1,H
Auckland, Sky Tower,20220810:1400,69,3.1,14.5,0.8,1,H
Auckland, Sky Tower,20220810:1500,54,3.0,16.9,1.0,1,H
Auckland, Sky Tower,20220810:1600,77,2.9,14.8,0.7,1,H
Auckland, Sky Tower,20220810:1700,115,1.1,17.5,1.4,1,H
Auckland, Sky Tower,20220810:1800,91,0.8,31.0,0.8,1,H
Auckland, Sky Tower,20220810:1900,107,0.7,42.1,1.1,1,H
Auckland, Sky Tower,20220810:2000,74,1.3,12.0,0.8,1,H
Auckland, Sky Tower,20220810:2100,62,1.9,4.5,0.2,1,H
Auckland, Sky Tower,20220810:2200,58,1.7,5.5,0.4,1,H
Auckland, Sky Tower,20220810:2300,68,1.7,11.3,0.3,1,H
Auckland, Sky Tower,20220811:0000,85,1.7,9.6,0.8,1,H
Auckland, Sky Tower,20220811:0100,110,0.8,9.0,0.9,1,H
Auckland, Sky Tower,20220811:0200,105,2.0,6.4,0.6,1,H
Auckland, Sky Tower,20220811:0300,142,2.0,18.5,0.8,1,H
Auckland, Sky Tower,20220811:0400,102,3.5,22.4,1.2,1,H
Auckland, Sky Tower,20220811:0500,85,5.3,2.6,0.5,1,H
Auckland, Sky Tower,20220811:0600,90,4.5,5.2,0.9,1,H
Auckland, Sky Tower,20220811:0700,88,5.7,3.3,0.6,1,H
Auckland, Sky Tower,20220811:0800,109,3.0,21.6,1.5,1,H
Auckland, Sky Tower,20220811:0900,117,2.2,21.3,1.0,1,H
Auckland, Sky Tower,20220811:1000,123,2.1,26.5,1.2,1,H
Auckland, Sky Tower,20220811:1100,142,1.7,30.5,0.8,1,H
Auckland, Sky Tower,20220811:1200,148,2.2,27.5,1.1,1,H
Auckland, Sky Tower,20220811:1300,139,2.3,45.2,1.3,1,H
Auckland, Sky Tower,20220811:1400,115,1.9,46.9,1.0,1,H
Auckland, Sky Tower,20220811:1500,77,3.3,17.3,1.0,1,H
Auckland, Sky Tower,20220811:1600,72,2.8,13.9,0.8,1,H
Auckland, Sky Tower,20220811:1700,82,2.6,35.2,1.0,1,H
Auckland, Sky Tower,20220811:1800,157,3.7,13.9,0.9,1,H
Auckland, Sky Tower,20220811:1900,153,4.4,11.8,0.6,1,H
Auckland, Sky Tower,20220811:2000,146,3.7,18.0,0.9,1,H
Auckland, Sky Tower,20220811:2100,145,4.6,23.2,1.7,1,H
Auckland, Sky Tower,20220811:2200,110,2.4,25.9,0.8,1,H
Auckland, Sky Tower,20220811:2300,109,2.7,22.4,0.8,1,H
Auckland, Sky Tower,20220812:0000,134,1.9,35.6,0.6,1,H
Auckland, Sky Tower,20220812:0100,150,3.0,18.3,1.2,1,H
Auckland, Sky Tower,20220812:0200,149,4.0,24.9,1.4,1,H
Auckland, Sky Tower,20220812:0300,148,4.2,26.0,2.1,1,H
Auckland, Sky Tower,20220812:0400,154,6.3,12.4,1.1,1,H
Auckland, Sky Tower,20220812:0500,162,6.6,5.1,0.5,1,H
Auckland, Sky Tower,20220812:0600,161,6.3,5.7,0.5,1,H
Auckland, Sky Tower,20220812:0700,174,7.5,5.4,1.3,1,H
Auckland, Sky Tower,20220812:0800,183,7.4,4.8,1.4,1,H
Auckland, Sky Tower,20220812:0900,184,5.7,3.7,0.4,1,H
Auckland, Sky Tower,20220812:1000,203,4.7,10.4,1.0,1,H
Auckland, Sky Tower,20220812:1100,200,5.4,10.4,1.2,1,H
Auckland, Sky Tower,20220812:1200,192,7.1,7.9,1.2,1,H
Auckland, Sky Tower,20220812:1300,196,7.6,11.2,1.5,1,H
Auckland, Sky Tower,20220812:1400,195,10.6,6.0,1.3,1,H
Auckland, Sky Tower,20220812:1500,196,11.2,6.3,1.4,1,H
Auckland, Sky Tower,20220812:1600,196,10.8,5.8,1.1,1,H
Auckland, Sky Tower,20220812:1700,192,10.3,4.3,1.1,1,H
Auckland, Sky Tower,20220812:1800,194,11.0,4.2,1.5,1,H
Auckland, Sky Tower,20220812:1900,191,11.6,2.5,0.8,1,H
Auckland, Sky Tower,20220812:2000,191,11.9,2.6,1.0,1,H
Auckland, Sky Tower,20220812:2100,195,13.5,3.1,0.9,1,H
Auckland, Sky Tower,20220812:2200,190,10.6,4.3,1.6,1,H
Auckland, Sky Tower,20220812:2300,191,9.6,4.2,1.4,1,H
Auckland, Sky Tower,20220813:0000,187,7.4,5.4,1.0,1,H
Auckland, Sky Tower,20220813:0100,202,7.9,6.1,0.9,1,H
Auckland, Sky Tower,20220813:0200,217,7.2,5.4,0.9,1,H
Auckland, Sky Tower,20220813:0300,217,8.3,12.2,0.7,1,H
Auckland, Sky Tower,20220813:0400,201,8.5,4.3,1.2,1,H
Auckland, Sky Tower,20220813:0500,195,7.4,6.7,1.1,1,H
Auckland, Sky Tower,20220813:0600,193,6.9,9.7,1.1,1,H
Auckland, Sky Tower,20220813:0700,193,4.3,5.5,1.1,1,H
Auckland, Sky Tower,20220813:0800,188,5.4,7.6,1.1,1,H
Auckland, Sky Tower,20220813:0900,180,2.6,7.2,0.5,1,H
Auckland, Sky Tower,20220813:1000,202,3.4,12.6,0.9,1,H
Auckland, Sky Tower,20220813:1100,196,2.8,21.0,1.3,1,H
Auckland, Sky Tower,20220813:1200,209,3.5,14.1,1.0,1,H
Auckland, Sky Tower,20220813:1300,211,3.6,29.1,1.6,1,H
Auckland, Sky Tower,20220813:1400,203,7.4,6.3,1.1,1,H
Auckland, Sky Tower,20220813:1500,200,8.6,6.6,1.2,1,H
Auckland, Sky Tower,20220813:1600,204,8.4,6.5,1.0,1,H
Auckland, Sky Tower,20220813:1700,198,8.2,4.9,1.1,1,H
Auckland, Sky Tower,20220813:1800,204,5.9,5.4,0.7,1,H
Auckland, Sky Tower,20220813:1900,194,5.6,7.6,0.6,1,H
Auckland, Sky Tower,20220813:2000,189,3.7,5.3,0.6,1,H
Auckland, Sky Tower,20220813:2100,190,4.4,4.5,0.7,1,H
Auckland, Sky Tower,20220813:2200,191,3.8,4.1,0.6,1,H
Auckland, Sky Tower,20220813:2300,184,2.8,4.8,0.3,1,H
Auckland, Sky Tower,20220814:0000,177,3.5,3.2,0.4,1,H
Auckland, Sky Tower,20220814:0100,162,2.1,7.8,0.7,1,H
Auckland, Sky Tower,20220814:0200,162,0.8,1.1,6.0,1,H
Auckland, Sky Tower,20220814:0300,177,0.3,23.8,0.9,1,H
Auckland, Sky Tower,20220814:0400,272,1.1,0.2,0.3,1,H
Auckland, Sky Tower,20220814:0500,272,1.6,1.4,0.4,1,H
Auckland, Sky Tower,20220814:0600,243,2.0,11.6,0.2,1,H
Auckland, Sky Tower,20220814:0700,217,1.8,10.5,0.5,1,H
Auckland, Sky Tower,20220814:0800,210,1.7,11.3,0.7,1,H
Auckland, Sky Tower,20220814:0900,216,2.7,12.8,0.8,1,H
Auckland, Sky Tower,20220814:1000,185,1.6,30.9,0.8,1,H
Auckland, Sky Tower,20220814:1100,235,1.3,65.1,0.6,1,H
Auckland, Sky Tower,20220814:1200,312,2.4,26.0,0.7,1,H
Auckland, Sky Tower,20220814:1300,293,2.5,15.5,0.7,1,H
Auckland, Sky Tower,20220814:1400,292,2.0,18.5,0.6,1,H
Auckland, Sky Tower,20220814:1500,284,2.2,17.4,0.7,1,H
Auckland, Sky Tower,20220814:1600,290,1.8,17.3,0.9,1,H
Auckland, Sky Tower,20220814:1700,300,2.6,11.0,0.4,1,H
Auckland, Sky Tower,20220814:1800,280,2.2,21.7,0.8,1,H
Auckland, Sky Tower,20220814:1900,261,2.1,20.9,1.0,1,H
Auckland, Sky Tower,20220814:2000,273,2.4,20.0,2.7,1,H
Auckland, Sky Tower,20220814:2100,311,0.4,0.8,0.4,1,H
Auckland, Sky Tower,20220814:2200,312,1.3,0.1,0.4,1,H
Auckland, Sky Tower,20220814:2300,325,2.2,21.2,0.3,1,H
Auckland, Sky Tower,20220815:0000,3,3.3,4.3,0.4,1,H
Auckland, Sky Tower,20220815:0100,357,3.0,3.5,0.5,1,H
Auckland, Sky Tower,20220815:0200,351,3.4,7.8,0.7,1,H
Auckland, Sky Tower,20220815:0300,2,4.1,10.5,0.5,1,H
Auckland, Sky Tower,20220815:0400,34,5.2,8.8,0.2,1,H
Auckland, Sky Tower,20220815:0500,32,4.5,4.1,0.3,1,H
Auckland, Sky Tower,20220815:0600,27,4.4,4.3,0.2,1,H
Auckland, Sky Tower,20220815:0700,39,5.2,2.4,0.4,1,H
Auckland, Sky Tower,20220815:0800,44,6.1,3.5,0.3,1,H
Auckland, Sky Tower,20220815:0900,43,6.2,2.9,0.3,1,H
Auckland, Sky Tower,20220815:1000,37,6.9,3.8,0.3,1,H
Auckland, Sky Tower,20220815:1100,33,6.2,4.5,0.4,1,H
Auckland, Sky Tower,20220815:1200,43,6.1,3.7,0.5,1,H
Auckland, Sky Tower,20220815:1300,42,6.1,4.3,0.6,1,H
Auckland, Sky Tower,20220815:1400,44,6.5,5.8,0.7,1,H
Auckland, Sky Tower,20220815:1500,44,8.1,4.8,0.8,1,H
Auckland, Sky Tower,20220815:1600,44,8.2,4.9,0.8,1,H
Auckland, Sky Tower,20220815:1700,46,10.6,2.6,1.1,1,H
Auckland, Sky Tower,20220815:1800,52,13.6,2.7,0.7,1,H
Auckland, Sky Tower,20220815:1900,47,12.6,2.0,0.5,1,H
Auckland, Sky Tower,20220815:2000,40,12.7,3.3,0.6,1,H
Auckland, Sky Tower,20220815:2100,22,10.9,6.2,0.6,1,H
Auckland, Sky Tower,20220815:2200,16,11.0,4.8,0.5,1,H
Auckland, Sky Tower,20220815:2300,20,12.0,4.1,0.3,1,H
Auckland, Sky Tower,20220816:0000,32,13.3,2.0,0.8,1,H
Auckland, Sky Tower,20220816:0100,31,12.4,4.5,0.9,1,H
Auckland, Sky Tower,20220816:0200,38,12.8,3.0,0.7,1,H
Auckland, Sky Tower,20220816:0300,36,14.0,2.2,0.3,1,H
Auckland, Sky Tower,20220816:0400,30,13.8,3.3,0.5,1,H
Auckland, Sky Tower,20220816:0500,36,13.0,4.6,0.5,1,H
Auckland, Sky Tower,20220816:0600,38,13.4,2.7,0.6,1,H
Auckland, Sky Tower,20220816:0700,37,14.2,1.6,0.4,1,H
Auckland, Sky Tower,20220816:0800,37,13.7,2.5,0.6,1,H
Auckland, Sky Tower,20220816:0900,31,14.4,1.8,0.8,1,H
Auckland, Sky Tower,20220816:1000,34,15.7,2.4,0.5,1,H
Auckland, Sky Tower,20220816:1100,33,15.3,3.1,0.9,1,H
Auckland, Sky Tower,20220816:1200,31,16.2,2.2,0.6,1,H
Auckland, Sky Tower,20220816:1300,37,16.6,3.9,1.0,1,H
Auckland, Sky Tower,20220816:1400,36,18.1,3.3,1.2,1,H
Auckland, Sky Tower,20220816:1500,36,17.7,3.4,0.9,1,H
Auckland, Sky Tower,20220816:1600,36,17.8,4.2,1.2,1,H
Auckland, Sky Tower,20220816:1700,40,17.8,2.5,1.0,1,H
Auckland, Sky Tower,20220816:1800,40,18.2,2.8,0.8,1,H
Auckland, Sky Tower,20220816:1900,38,19.0,2.9,0.9,1,H
Auckland, Sky Tower,20220816:2000,40,20.2,3.6,1.1,1,H
Auckland, Sky Tower,20220816:2100,37,20.6,2.0,0.8,1,H
Auckland, Sky Tower,20220816:2200,39,20.9,2.5,0.9,1,H
Auckland, Sky Tower,20220816:2300,39,21.7,2.5,0.9,1,H
Auckland, Sky Tower,20220817:0000,39,22.4,2.7,1.0,1,H
Auckland, Sky Tower,20220817:0100,39,22.7,2.4,0.9,1,H
Auckland, Sky Tower,20220817:0200,38,22.7,2.9,1.4,1,H
Auckland, Sky Tower,20220817:0300,35,24.4,2.6,1.2,1,H
Auckland, Sky Tower,20220817:0400,35,24.0,2.9,1.2,1,H
Auckland, Sky Tower,20220817:0500,35,24.1,2.3,1.1,1,H
Auckland, Sky Tower,20220817:0600,33,24.0,2.3,0.9,1,H
Auckland, Sky Tower,20220817:0700,33,23.2,2.1,0.8,1,H
Auckland, Sky Tower,20220817:0800,33,22.5,2.1,0.8,1,H
Auckland, Sky Tower,20220817:0900,31,21.6,2.1,0.8,1,H
Auckland, Sky Tower,20220817:1000,32,20.5,1.9,0.6,1,H
Auckland, Sky Tower,20220817:1100,34,21.7,1.9,0.9,1,H
Auckland, Sky Tower,20220817:1200,36,21.4,2.6,1.1,1,H
Auckland, Sky Tower,20220817:1300,37,20.9,3.2,1.5,1,H
Auckland, Sky Tower,20220817:1400,36,21.1,2.9,1.2,1,H
Auckland, Sky Tower,20220817:1500,35,21.4,2.4,1.0,1,H
Auckland, Sky Tower,20220817:1600,37,21.6,2.5,1.0,1,H
Auckland, Sky Tower,20220817:1700,35,21.7,2.1,0.7,1,H
Auckland, Sky Tower,20220817:1800,39,21.6,3.8,1.3,1,H
Auckland, Sky Tower,20220817:1900,50,19.6,3.0,1.6,1,H
Auckland, Sky Tower,20220817:2000,49,21.3,3.4,1.3,1,H
Auckland, Sky Tower,20220817:2100,47,20.4,3.7,1.9,1,H
Auckland, Sky Tower,20220817:2200,44,24.1,3.3,1.9,1,H
Auckland, Sky Tower,20220817:2300,44,26.1,3.2,1.3,1,H
Auckland, Sky Tower,20220818:0000,47,25.7,3.0,1.5,1,H
Auckland, Sky Tower,20220818:0100,44,27.0,3.3,1.6,1,H
Auckland, Sky Tower,20220818:0200,39,27.5,2.5,1.2,1,H
Auckland, Sky Tower,20220818:0300,38,29.4,2.8,1.5,1,H
Auckland, Sky Tower,20220818:0400,36,29.6,2.6,1.2,1,H
Auckland, Sky Tower,20220818:0500,38,28.3,2.5,1.2,1,H
Auckland, Sky Tower,20220818:0600,37,27.9,2.9,1.3,1,H
Auckland, Sky Tower,20220818:0700,36,28.6,2.8,1.3,1,H
Auckland, Sky Tower,20220818:0800,35,28.1,2.7,1.6,1,H
Auckland, Sky Tower,20220818:0900,35,27.5,2.3,1.3,1,H
Auckland, Sky Tower,20220818:1000,37,26.9,2.3,1.4,1,H
Auckland, Sky Tower,20220818:1100,34,27.7,2.0,0.8,1,H
Auckland, Sky Tower,20220818:1200,29,26.8,2.4,0.8,1,H
Auckland, Sky Tower,20220818:1300,27,26.6,2.4,1.0,1,H
Auckland, Sky Tower,20220818:1400,26,25.9,3.1,1.3,1,H
Auckland, Sky Tower,20220818:1500,25,25.0,2.8,1.1,1,H
Auckland, Sky Tower,20220818:1600,26,26.3,2.6,1.1,1,H
Auckland, Sky Tower,20220818:1700,22,24.0,3.9,1.7,1,H
Auckland, Sky Tower,20220818:1800,23,23.0,2.9,1.4,1,H
Auckland, Sky Tower,20220818:1900,23,23.4,2.4,1.3,1,H
Auckland, Sky Tower,20220818:2000,22,22.0,2.3,0.9,1,H
Auckland, Sky Tower,20220818:2100,20,20.4,2.4,1.2,1,H
Auckland, Sky Tower,20220818:2200,19,22.9,1.8,1.2,1,H
Auckland, Sky Tower,20220818:2300,20,22.7,1.8,0.7,1,H
Auckland, Sky Tower,20220819:0000,19,21.8,2.0,0.7,1,H
Auckland, Sky Tower,20220819:0100,17,20.0,2.1,1.0,1,H
Auckland, Sky Tower,20220819:0200,17,19.5,2.3,0.7,1,H
Auckland, Sky Tower,20220819:0300,15,18.7,2.7,0.7,1,H
Auckland, Sky Tower,20220819:0400,18,19.1,2.6,1.0,1,H
Auckland, Sky Tower,20220819:0500,15,18.9,3.5,1.4,1,H
Auckland, Sky Tower,20220819:0600,12,17.8,3.2,1.0,1,H
Auckland, Sky Tower,20220819:0700,17,21.1,2.6,0.8,1,H
Auckland, Sky Tower,20220819:0800,20,20.8,1.5,0.7,1,H
Auckland, Sky Tower,20220819:0900,23,21.9,2.1,0.8,1,H
Auckland, Sky Tower,20220819:1000,24,22.9,2.5,0.9,1,H
Auckland, Sky Tower,20220819:1100,20,22.2,1.9,1.0,1,H
Auckland, Sky Tower,20220819:1200,20,20.8,1.9,1.0,1,H
Auckland, Sky Tower,20220819:1300,21,20.6,2.5,0.9,1,H
Auckland, Sky Tower,20220819:1400,25,20.0,3.5,1.0,1,H
Auckland, Sky Tower,20220819:1500,24,20.4,2.8,1.7,1,H
Auckland, Sky Tower,20220819:1600,23,17.9,3.4,1.1,1,H
Auckland, Sky Tower,20220819:1700,27,16.6,4.3,1.4,1,H
Auckland, Sky Tower,20220819:1800,28,14.3,5.8,1.9,1,H
Auckland, Sky Tower,20220819:1900,29,15.5,4.5,1.3,1,H
Auckland, Sky Tower,20220819:2000,27,15.9,4.5,1.3,1,H
Auckland, Sky Tower,20220819:2100,26,20.1,3.5,1.9,1,H
Auckland, Sky Tower,20220819:2200,22,19.8,2.5,1.0,1,H
Auckland, Sky Tower,20220819:2300,25,18.3,2.7,0.8,1,H
Auckland, Sky Tower,20220820:0000,28,19.3,3.3,2.4,1,H
Auckland, Sky Tower,20220820:0100,25,21.8,3.1,1.5,1,H
Auckland, Sky Tower,20220820:0200,25,20.0,3.7,1.4,1,H
Auckland, Sky Tower,20220820:0300,22,22.2,3.2,1.4,1,H
Auckland, Sky Tower,20220820:0400,12,20.6,3.8,1.1,1,H
Auckland, Sky Tower,20220820:0500,7,17.4,3.9,1.5,1,H
Auckland, Sky Tower,20220820:0600,360,14.1,4.8,1.4,1,H
Auckland, Sky Tower,20220820:0700,354,11.9,3.2,0.6,1,H
Auckland, Sky Tower,20220820:0800,2,12.0,2.5,0.4,1,H
Auckland, Sky Tower,20220820:0900,359,11.9,3.3,0.7,1,H
Auckland, Sky Tower,20220820:1000,358,10.9,3.6,0.7,1,H
Auckland, Sky Tower,20220820:1100,359,10.2,3.6,0.8,1,H
Auckland, Sky Tower,20220820:1200,348,8.6,10.2,1.5,1,H
Auckland, Sky Tower,20220820:1300,321,6.9,17.6,1.2,1,H
Auckland, Sky Tower,20220820:1400,311,7.5,10.5,1.3,1,H
Auckland, Sky Tower,20220820:1500,314,7.1,10.2,1.6,1,H
Auckland, Sky Tower,20220820:1600,300,8.4,10.3,1.4,1,H
Auckland, Sky Tower,20220820:1700,294,8.0,5.6,0.9,1,H
Auckland, Sky Tower,20220820:1800,290,8.5,6.3,1.1,1,H
Auckland, Sky Tower,20220820:1900,292,8.2,5.8,1.1,1,H
Auckland, Sky Tower,20220820:2000,294,7.9,4.7,0.9,1,H
Auckland, Sky Tower,20220820:2100,293,8.8,3.3,0.7,1,H
Auckland, Sky Tower,20220820:2200,294,7.5,4.5,0.7,1,H
Auckland, Sky Tower,20220820:2300,299,7.3,4.3,0.5,1,H
Auckland, Sky Tower,20220821:0000,294,7.5,3.0,0.4,1,H
Auckland, Sky Tower,20220821:0100,294,8.0,3.3,0.5,1,H
Auckland, Sky Tower,20220821:0200,294,7.6,5.1,0.7,1,H
Auckland, Sky Tower,20220821:0300,297,7.0,4.3,0.8,1,H
Auckland, Sky Tower,20220821:0400,295,7.3,3.1,0.7,1,H
Auckland, Sky Tower,20220821:0500,293,7.1,2.4,0.8,1,H
Auckland, Sky Tower,20220821:0600,293,7.5,1.4,0.5,1,H
Auckland, Sky Tower,20220821:0700,296,8.6,2.8,0.9,1,H
Auckland, Sky Tower,20220821:0800,298,8.2,4.2,0.9,1,H
Auckland, Sky Tower,20220821:0900,303,6.9,4.3,1.0,1,H
Auckland, Sky Tower,20220821:1000,304,4.0,11.2,0.8,1,H
Auckland, Sky Tower,20220821:1100,292,2.4,13.1,0.7,1,H
Auckland, Sky Tower,20220821:1200,312,2.8,17.8,0.6,1,H
Auckland, Sky Tower,20220821:1300,313,2.8,24.5,0.9,1,H
Auckland, Sky Tower,20220821:1400,320,2.3,22.3,0.9,1,H
Auckland, Sky Tower,20220821:1500,273,4.6,18.3,1.4,1,H
Auckland, Sky Tower,20220821:1600,278,5.8,6.1,0.6,1,H
Auckland, Sky Tower,20220821:1700,270,5.2,6.5,0.6,1,H
Auckland, Sky Tower,20220821:1800,280,5.5,8.0,0.4,1,H
Auckland, Sky Tower,20220821:1900,290,3.5,6.7,1.0,1,H
Auckland, Sky Tower,20220821:2000,308,3.4,8.9,0.6,1,H
Auckland, Sky Tower,20220821:2100,340,4.1,6.7,0.4,1,H
Auckland, Sky Tower,20220821:2200,335,4.8,4.3,0.4,1,H
Auckland, Sky Tower,20220821:2300,335,4.4,14.4,0.7,1,H
Auckland, Sky Tower,20220822:0000,320,3.2,21.3,0.7,1,H
Auckland, Sky Tower,20220822:0100,19,3.5,7.6,0.7,1,H
Auckland, Sky Tower,20220822:0200,16,4.4,8.7,0.4,1,H
Auckland, Sky Tower,20220822:0300,17,6.3,6.2,1.0,1,H
Auckland, Sky Tower,20220822:0400,3,8.8,2.7,0.4,1,H
Auckland, Sky Tower,20220822:0500,353,8.5,9.2,0.6,1,H
Auckland, Sky Tower,20220822:0600,340,7.4,13.0,0.6,1,H
Auckland, Sky Tower,20220822:0700,14,7.3,7.2,0.5,1,H
Auckland, Sky Tower,20220822:0800,15,7.4,3.9,0.4,1,H
Auckland, Sky Tower,20220822:0900,11,8.4,6.0,0.7,1,H
Auckland, Sky Tower,20220822:1000,9,7.2,5.7,0.9,1,H
Auckland, Sky Tower,20220822:1100,2,6.3,9.4,0.8,1,H
Auckland, Sky Tower,20220822:1200,339,5.0,16.5,1.0,1,H
Auckland, Sky Tower,20220822:1300,323,4.8,11.2,0.9,1,H
Auckland, Sky Tower,20220822:1400,282,9.1,11.8,2.3,1,H
Auckland, Sky Tower,20220822:1500,284,9.0,4.6,0.7,1,H
Auckland, Sky Tower,20220822:1600,285,9.4,5.0,0.9,1,H
Auckland, Sky Tower,20220822:1700,286,9.5,4.3,0.8,1,H
Auckland, Sky Tower,20220822:1800,293,7.2,6.0,0.9,1,H
Auckland, Sky Tower,20220822:1900,306,6.1,6.3,0.8,1,H
Auckland, Sky Tower,20220822:2000,313,7.4,4.5,0.6,1,H
Auckland, Sky Tower,20220822:2100,316,7.9,10.0,0.6,1,H
Auckland, Sky Tower,20220822:2200,318,8.1,8.0,0.8,1,H
Auckland, Sky Tower,20220822:2300,327,7.9,5.5,0.5,1,H
Auckland, Sky Tower,20220823:0000,339,9.0,7.4,0.7,1,H
Auckland, Sky Tower,20220823:0100,356,8.1,5.1,0.7,1,H
Auckland, Sky Tower,20220823:0200,355,8.5,6.2,0.9,1,H
Auckland, Sky Tower,20220823:0300,353,5.6,10.7,1.2,1,H
Auckland, Sky Tower,20220823:0400,274,5.5,24.6,1.5,1,H
Auckland, Sky Tower,20220823:0500,234,8.8,8.3,0.7,1,H
Auckland, Sky Tower,20220823:0600,217,10.0,4.9,0.6,1,H
Auckland, Sky Tower,20220823:0700,205,8.0,4.0,1.2,1,H
Auckland, Sky Tower,20220823:0800,197,7.0,5.2,0.7,1,H
Auckland, Sky Tower,20220823:0900,192,7.7,4.5,1.3,1,H
Auckland, Sky Tower,20220823:1000,192,8.3,7.8,1.4,1,H
Auckland, Sky Tower,20220823:1100,203,6.5,7.6,1.1,1,H
Auckland, Sky Tower,20220823:1200,206,7.8,7.9,1.1,1,H
Auckland, Sky Tower,20220823:1300,203,7.9,7.4,1.0,1,H
Auckland, Sky Tower,20220823:1400,210,8.0,7.7,1.1,1,H
Auckland, Sky Tower,20220823:1500,206,9.6,4.9,0.9,1,H
Auckland, Sky Tower,20220823:1600,208,8.4,5.9,1.0,1,H
Auckland, Sky Tower,20220823:1700,209,9.3,4.7,0.9,1,H
Auckland, Sky Tower,20220823:1800,210,8.7,5.7,0.7,1,H
Auckland, Sky Tower,20220823:1900,206,8.1,3.0,0.8,1,H
Auckland, Sky Tower,20220823:2000,208,8.7,2.5,0.4,1,H
Auckland, Sky Tower,20220823:2100,209,7.4,4.4,0.8,1,H
Auckland, Sky Tower,20220823:2200,219,7.6,2.2,0.3,1,H
Auckland, Sky Tower,20220823:2300,212,6.6,4.2,0.5,1,H
Auckland, Sky Tower,20220824:0000,214,5.8,1.9,0.3,1,H
Auckland, Sky Tower,20220824:0100,223,5.5,3.4,0.3,1,H
Auckland, Sky Tower,20220824:0200,222,5.5,3.6,0.6,1,H
Auckland, Sky Tower,20220824:0300,224,6.3,5.2,0.5,1,H
Auckland, Sky Tower,20220824:0400,226,6.6,5.5,0.5,1,H
Auckland, Sky Tower,20220824:0500,221,6.0,3.2,0.7,1,H
Auckland, Sky Tower,20220824:0600,217,5.1,6.1,0.9,1,H
Auckland, Sky Tower,20220824:0700,228,4.3,10.4,0.9,1,H
Auckland, Sky Tower,20220824:0800,219,4.7,7.1,0.8,1,H
Auckland, Sky Tower,20220824:0900,219,5.0,8.8,0.7,1,H
Auckland, Sky Tower,20220824:1000,246,4.2,20.3,0.6,1,H
Auckland, Sky Tower,20220824:1100,256,3.3,17.2,1.2,1,H
Auckland, Sky Tower,20220824:1200,255,4.6,14.4,1.1,1,H
Auckland, Sky Tower,20220824:1300,263,6.0,11.0,0.9,1,H
Auckland, Sky Tower,20220824:1400,268,6.1,7.7,0.8,1,H
Auckland, Sky Tower,20220824:1500,274,5.2,12.1,1.1,1,H
Auckland, Sky Tower,20220824:1600,252,5.6,7.0,0.8,1,H
Auckland, Sky Tower,20220824:1700,250,5.9,6.8,1.1,1,H
Auckland, Sky Tower,20220824:1800,264,4.0,15.5,0.6,1,H
Auckland, Sky Tower,20220824:1900,277,2.8,18.2,0.4,1,H
Auckland, Sky Tower,20220824:2000,307,2.5,11.4,0.4,1,H
Auckland, Sky Tower,20220824:2100,276,2.7,13.1,1.2,1,H
Auckland, Sky Tower,20220824:2200,292,1.9,10.7,0.5,1,H
Auckland, Sky Tower,20220824:2300,309,1.8,9.4,0.6,1,H
Auckland, Sky Tower,20220825:0000,3,3.0,35.7,0.6,1,H
Auckland, Sky Tower,20220825:0100,33,4.4,8.6,0.3,1,H
Auckland, Sky Tower,20220825:0200,15,5.0,12.6,0.4,1,H
Auckland, Sky Tower,20220825:0300,355,4.9,9.8,0.6,1,H
Auckland, Sky Tower,20220825:0400,44,5.7,28.8,1.6,1,H
Auckland, Sky Tower,20220825:0500,38,7.4,4.8,1.1,1,H
Auckland, Sky Tower,20220825:0600,38,9.2,4.7,0.5,1,H
Auckland, Sky Tower,20220825:0700,40,9.8,2.8,0.7,1,H
Auckland, Sky Tower,20220825:0800,41,12.5,3.6,1.6,1,H
Auckland, Sky Tower,20220825:0900,51,15.0,3.7,1.1,1,H
Auckland, Sky Tower,20220825:1000,50,16.0,5.0,1.3,1,H
Auckland, Sky Tower,20220825:1100,41,17.9,5.1,1.3,1,H
Auckland, Sky Tower,20220825:1200,38,19.9,2.8,1.2,1,H
Auckland, Sky Tower,20220825:1300,40,20.7,4.4,1.5,1,H
Auckland, Sky Tower,20220825:1400,41,21.8,4.3,1.6,1,H
Auckland, Sky Tower,20220825:1500,41,22.5,3.6,1.7,1,H
Auckland, Sky Tower,20220825:1600,37,22.0,6.1,2.7,1,H
Auckland, Sky Tower,20220825:1700,357,13.3,15.7,3.6,1,H
Auckland, Sky Tower,20220825:1800,3,15.0,4.1,2.4,1,H
Auckland, Sky Tower,20220825:1900,1,10.6,4.7,0.7,1,H
Auckland, Sky Tower,20220825:2000,3,12.6,3.6,1.0,1,H
Auckland, Sky Tower,20220825:2100,331,10.8,24.4,2.4,1,H
Auckland, Sky Tower,20220825:2200,325,8.9,9.8,1.4,1,H
Auckland, Sky Tower,20220825:2300,336,9.5,9.4,2.0,1,H
Auckland, Sky Tower,20220826:0000,343,8.3,5.6,0.6,1,H
Auckland, Sky Tower,20220826:0100,334,9.4,8.5,0.9,1,H
Auckland, Sky Tower,20220826:0200,324,9.0,6.9,1.2,1,H
Auckland, Sky Tower,20220826:0300,331,8.9,5.7,1.0,1,H
Auckland, Sky Tower,20220826:0400,329,8.7,8.3,0.8,1,H
