Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20220826:0500,321,9.1,15.7,1.4,1,H
Auckland, Sky Tower,20220826:0600,304,9.7,7.4,1.3,1,H
Auckland, Sky Tower,20220826:0700,303,10.0,6.6,1.3,1,H
Auckland, Sky Tower,20220826:0800,300,9.9,7.2,1.3,1,H
Auckland, Sky Tower,20220826:0900,305,9.1,7.5,1.4,1,H
Auckland, Sky Tower,20220826:1000,307,9.7,9.1,1.4,1,H
Auckland, Sky Tower,20220826:1100,296,11.0,8.0,1.8,1,H
Auckland, Sky Tower,20220826:1200,297,11.0,7.5,1.8,1,H
Auckland, Sky Tower,20220826:1300,299,10.9,7.4,1.4,1,H
Auckland, Sky Tower,20220826:1400,297,12.0,9.3,1.6,1,H
Auckland, Sky Tower,20220826:1500,269,15.4,9.9,1.2,1,H
Auckland, Sky Tower,20220826:1600,247,11.9,6.1,1.7,1,H
Auckland, Sky Tower,20220826:1700,239,11.7,3.8,1.4,1,H
Auckland, Sky Tower,20220826:1800,231,10.0,4.9,1.3,1,H
Auckland, Sky Tower,20220826:1900,227,10.7,4.7,0.7,1,H
Auckland, Sky Tower,20220826:2000,220,10.8,4.3,1.0,1,H
Auckland, Sky Tower,20220826:2100,227,9.4,5.2,0.7,1,H
Auckland, Sky Tower,20220826:2200,229,11.1,4.0,0.9,1,H
Auckland, Sky Tower,20220826:2300,233,11.0,4.5,0.9,1,H
Auckland, Sky Tower,20220827:0000,239,11.7,4.0,1.1,1,H
Auckland, Sky Tower,20220827:0100,242,10.2,4.2,1.1,1,H
Auckland, Sky Tower,20220827:0200,237,9.8,6.2,0.7,1,H
Auckland, Sky Tower,20220827:0300,228,10.6,3.7,0.8,1,H
Auckland, Sky Tower,20220827:0400,224,9.4,3.5,0.8,1,H
Auckland, Sky Tower,20220827:0500,230,10.5,4.8,1.0,1,H
Auckland, Sky Tower,20220827:0600,218,11.5,4.1,1.0,1,H
Auckland, Sky Tower,20220827:0700,204,9.7,9.9,1.1,1,H
Auckland, Sky Tower,20220827:0800,202,10.4,4.2,1.1,1,H
Auckland, Sky Tower,20220827:0900,207,9.4,7.0,1.9,1,H
Auckland, Sky Tower,20220827:1000,211,8.9,6.9,1.4,1,H
Auckland, Sky Tower,20220827:1100,206,11.2,6.5,1.4,1,H
Auckland, Sky Tower,20220827:1200,204,11.6,8.0,1.3,1,H
Auckland, Sky Tower,20220827:1300,210,10.8,6.8,1.4,1,H
Auckland, Sky Tower,20220827:1400,208,12.2,6.3,1.3,1,H
Auckland, Sky Tower,20220827:1500,205,11.9,5.6,1.2,1,H
Auckland, Sky Tower,20220827:1600,204,11.1,7.5,1.6,1,H
Auckland, Sky Tower,20220827:1700,205,10.5,5.5,1.3,1,H
Auckland, Sky Tower,20220827:1800,199,10.7,4.4,1.2,1,H
Auckland, Sky Tower,20220827:1900,197,10.6,2.4,0.6,1,H
Auckland, Sky Tower,20220827:2000,194,10.2,2.0,0.8,1,H
Auckland, Sky Tower,20220827:2100,192,8.9,2.9,0.7,1,H
Auckland, Sky Tower,20220827:2200,191,9.6,2.7,0.6,1,H
Auckland, Sky Tower,20220827:2300,190,9.1,1.9,0.4,1,H
Auckland, Sky Tower,20220828:0000,187,8.5,2.2,0.6,1,H
Auckland, Sky Tower,20220828:0100,184,7.2,2.3,0.7,1,H
Auckland, Sky Tower,20220828:0200,181,6.1,3.2,0.4,1,H
Auckland, Sky Tower,20220828:0300,164,5.0,14.2,0.7,1,H
Auckland, Sky Tower,20220828:0400,134,2.3,25.7,1.5,1,H
Auckland, Sky Tower,20220828:0500,113,1.7,25.4,0.7,1,H
Auckland, Sky Tower,20220828:0600,87,2.8,9.8,0.6,1,H
Auckland, Sky Tower,20220828:0700,73,1.2,1.4,0.4,1,H
Auckland, Sky Tower,20220828:0800,72,0.9,0.1,0.3,1,H
Auckland, Sky Tower,20220828:0900,73,1.0,1.4,1.0,1,H
Auckland, Sky Tower,20220828:1000,98,1.0,22.2,0.5,1,H
Auckland, Sky Tower,20220828:1100,66,1.6,22.0,0.7,1,H
Auckland, Sky Tower,20220828:1200,49,1.8,16.1,0.7,1,H
Auckland, Sky Tower,20220828:1300,23,2.2,11.0,0.5,1,H
Auckland, Sky Tower,20220828:1400,19,2.8,10.8,0.6,1,H
Auckland, Sky Tower,20220828:1500,30,3.3,8.7,0.6,1,H
Auckland, Sky Tower,20220828:1600,36,3.1,7.6,0.5,1,H
Auckland, Sky Tower,20220828:1700,38,2.9,8.9,0.5,1,H
Auckland, Sky Tower,20220828:1800,32,3.1,6.8,0.4,1,H
Auckland, Sky Tower,20220828:1900,49,1.6,12.4,0.8,1,H
Auckland, Sky Tower,20220828:2000,24,2.6,11.7,0.6,1,H
Auckland, Sky Tower,20220828:2100,41,4.1,15.6,0.7,1,H
Auckland, Sky Tower,20220828:2200,57,5.1,3.6,0.6,1,H
Auckland, Sky Tower,20220828:2300,65,8.2,3.0,0.6,1,H
Auckland, Sky Tower,20220829:0000,73,7.1,2.8,0.9,1,H
Auckland, Sky Tower,20220829:0100,84,4.2,6.3,0.5,1,H
Auckland, Sky Tower,20220829:0200,96,4.5,5.2,0.5,1,H
Auckland, Sky Tower,20220829:0300,93,5.6,4.5,0.6,1,H
Auckland, Sky Tower,20220829:0400,99,4.9,8.3,0.8,1,H
Auckland, Sky Tower,20220829:0500,101,5.7,8.6,0.9,1,H
Auckland, Sky Tower,20220829:0600,106,4.1,16.1,1.3,1,H
Auckland, Sky Tower,20220829:0700,105,3.5,14.2,1.0,1,H
Auckland, Sky Tower,20220829:0800,97,4.9,4.8,0.3,1,H
Auckland, Sky Tower,20220829:0900,98,3.7,10.9,1.1,1,H
Auckland, Sky Tower,20220829:1000,104,2.0,20.6,1.1,1,H
Auckland, Sky Tower,20220829:1100,94,2.6,17.7,1.0,1,H
Auckland, Sky Tower,20220829:1200,84,3.5,11.7,1.0,1,H
Auckland, Sky Tower,20220829:1300,72,3.5,11.3,0.8,1,H
Auckland, Sky Tower,20220829:1400,64,3.1,15.3,0.9,1,H
Auckland, Sky Tower,20220829:1500,34,2.6,13.2,0.6,1,H
Auckland, Sky Tower,20220829:1600,32,2.8,12.2,0.6,1,H
Auckland, Sky Tower,20220829:1700,39,3.0,15.5,0.6,1,H
Auckland, Sky Tower,20220829:1800,63,3.3,15.2,0.7,1,H
Auckland, Sky Tower,20220829:1900,90,4.4,8.7,0.7,1,H
Auckland, Sky Tower,20220829:2000,82,5.9,9.5,1.2,1,H
Auckland, Sky Tower,20220829:2100,76,5.6,2.8,0.6,1,H
Auckland, Sky Tower,20220829:2200,77,5.1,3.5,0.7,1,H
Auckland, Sky Tower,20220829:2300,90,4.6,4.2,0.9,1,H
Auckland, Sky Tower,20220830:0000,92,7.2,4.8,0.6,1,H
Auckland, Sky Tower,20220830:0100,90,7.1,4.2,0.5,1,H
Auckland, Sky Tower,20220830:0200,87,7.1,3.5,0.5,1,H
Auckland, Sky Tower,20220830:0300,85,6.1,2.6,0.3,1,H
Auckland, Sky Tower,20220830:0400,84,5.6,5.6,0.6,1,H
Auckland, Sky Tower,20220830:0500,91,4.7,3.0,0.3,1,H
Auckland, Sky Tower,20220830:0600,97,5.0,4.1,0.4,1,H
Auckland, Sky Tower,20220830:0700,90,4.9,3.6,0.3,1,H
Auckland, Sky Tower,20220830:0800,89,5.4,2.8,0.4,1,H
Auckland, Sky Tower,20220830:0900,90,4.2,4.2,0.5,1,H
Auckland, Sky Tower,20220830:1000,107,2.5,21.2,1.4,1,H
Auckland, Sky Tower,20220830:1100,90,3.3,20.1,1.8,1,H
Auckland, Sky Tower,20220830:1200,77,5.5,7.9,1.0,1,H
Auckland, Sky Tower,20220830:1300,75,6.2,5.5,0.9,1,H
Auckland, Sky Tower,20220830:1400,71,5.1,7.1,0.8,1,H
Auckland, Sky Tower,20220830:1500,68,5.6,7.7,1.0,1,H
Auckland, Sky Tower,20220830:1600,75,7.7,4.4,1.0,1,H
Auckland, Sky Tower,20220830:1700,72,6.9,7.4,1.0,1,H
Auckland, Sky Tower,20220830:1800,69,5.0,8.2,0.8,1,H
Auckland, Sky Tower,20220830:1900,73,5.4,5.6,0.8,1,H
Auckland, Sky Tower,20220830:2000,77,6.3,2.4,0.6,1,H
Auckland, Sky Tower,20220830:2100,80,5.8,4.1,0.7,1,H
Auckland, Sky Tower,20220830:2200,79,5.7,2.7,0.6,1,H
Auckland, Sky Tower,20220830:2300,71,7.2,2.8,0.7,1,H
Auckland, Sky Tower,20220831:0000,77,5.4,3.6,0.7,1,H
Auckland, Sky Tower,20220831:0100,81,3.6,2.5,0.4,1,H
Auckland, Sky Tower,20220831:0200,79,5.0,1.9,0.6,1,H
Auckland, Sky Tower,20220831:0300,82,5.1,1.6,0.5,1,H
Auckland, Sky Tower,20220831:0400,79,6.0,3.4,0.7,1,H
Auckland, Sky Tower,20220831:0500,74,4.9,7.1,0.7,1,H
Auckland, Sky Tower,20220831:0600,81,6.0,2.7,0.4,1,H
Auckland, Sky Tower,20220831:0700,75,5.8,3.3,0.9,1,H
Auckland, Sky Tower,20220831:0800,77,6.4,2.2,0.9,1,H
Auckland, Sky Tower,20220831:0900,76,5.8,4.0,1.1,1,H
Auckland, Sky Tower,20220831:1000,79,4.8,8.7,1.1,1,H
Auckland, Sky Tower,20220831:1100,82,4.1,10.4,1.1,1,H
Auckland, Sky Tower,20220831:1200,77,5.0,6.3,0.8,1,H
Auckland, Sky Tower,20220831:1300,66,4.9,13.7,0.9,1,H
Auckland, Sky Tower,20220831:1400,67,4.8,14.1,1.0,1,H
Auckland, Sky Tower,20220831:1500,36,4.4,10.3,0.7,1,H
Auckland, Sky Tower,20220831:1600,19,4.0,8.2,0.4,1,H
Auckland, Sky Tower,20220831:1700,36,4.3,6.8,0.6,1,H
Auckland, Sky Tower,20220831:1800,34,4.2,7.1,0.5,1,H
Auckland, Sky Tower,20220831:1900,29,4.6,4.0,0.4,1,H
Auckland, Sky Tower,20220831:2000,26,4.4,4.1,0.3,1,H
Auckland, Sky Tower,20220831:2100,28,3.6,5.2,0.5,1,H
Auckland, Sky Tower,20220831:2200,50,3.8,7.9,0.5,1,H
Auckland, Sky Tower,20220831:2300,29,4.7,4.5,1.0,1,H
Auckland, Sky Tower,20220901:0000,30,5.7,4.6,0.8,1,H
Auckland, Sky Tower,20220901:0100,23,4.5,8.6,1.1,1,H
Auckland, Sky Tower,20220901:0200,19,4.7,3.3,0.5,1,H
Auckland, Sky Tower,20220901:0300,21,3.6,3.2,0.4,1,H
Auckland, Sky Tower,20220901:0400,16,2.9,2.1,0.3,1,H
Auckland, Sky Tower,20220901:0500,12,1.6,2.4,0.5,1,H
Auckland, Sky Tower,20220901:0600,9,0.5,0.1,0.3,1,H
Auckland, Sky Tower,20220901:0700,9,0.2,0.0,0.4,1,H
Auckland, Sky Tower,20220901:0800,0,0.0,0.0,0.3,1,H
Auckland, Sky Tower,20220901:0900,23,1.4,4.8,1.3,1,H
Auckland, Sky Tower,20220901:1000,28,3.1,9.2,0.4,1,H
Auckland, Sky Tower,20220901:1100,18,3.0,10.7,0.5,1,H
Auckland, Sky Tower,20220901:1200,27,3.3,10.2,0.8,1,H
Auckland, Sky Tower,20220901:1300,24,3.4,8.7,0.5,1,H
Auckland, Sky Tower,20220901:1400,20,4.0,9.2,0.7,1,H
Auckland, Sky Tower,20220901:1500,27,4.4,7.1,0.5,1,H
Auckland, Sky Tower,20220901:1600,23,3.8,9.7,0.5,1,H
Auckland, Sky Tower,20220901:1700,11,4.0,4.1,0.3,1,H
Auckland, Sky Tower,20220901:1800,6,4.0,2.3,0.3,1,H
Auckland, Sky Tower,20220901:1900,4,3.9,1.5,0.2,1,H
Auckland, Sky Tower,20220901:2000,3,3.8,1.5,0.2,1,H
Auckland, Sky Tower,20220901:2100,356,3.3,10.9,0.2,1,H
Auckland, Sky Tower,20220901:2200,340,3.5,4.3,0.4,1,H
Auckland, Sky Tower,20220901:2300,346,3.7,2.3,0.2,1,H
Auckland, Sky Tower,20220902:0000,347,3.8,3.0,0.2,1,H
Auckland, Sky Tower,20220902:0100,349,4.2,1.1,0.2,1,H
Auckland, Sky Tower,20220902:0200,342,4.0,2.9,0.1,1,H
Auckland, Sky Tower,20220902:0300,340,3.8,2.7,0.2,1,H
Auckland, Sky Tower,20220902:0400,349,4.4,3.1,0.1,1,H
Auckland, Sky Tower,20220902:0500,348,4.8,1.7,0.3,1,H
Auckland, Sky Tower,20220902:0600,348,4.9,1.7,0.2,1,H
Auckland, Sky Tower,20220902:0700,353,5.0,1.6,0.1,1,H
Auckland, Sky Tower,20220902:0800,1,4.4,4.4,0.2,1,H
Auckland, Sky Tower,20220902:0900,7,4.1,2.9,0.3,1,H
Auckland, Sky Tower,20220902:1000,10,3.6,6.4,0.3,1,H
Auckland, Sky Tower,20220902:1100,13,3.0,8.4,0.6,1,H
Auckland, Sky Tower,20220902:1200,11,4.5,9.6,0.5,1,H
Auckland, Sky Tower,20220902:1300,26,3.8,9.8,0.7,1,H
Auckland, Sky Tower,20220902:1400,26,3.8,8.0,0.7,1,H
Auckland, Sky Tower,20220902:1500,39,3.3,12.1,0.6,1,H
Auckland, Sky Tower,20220902:1600,45,3.8,11.8,0.5,1,H
Auckland, Sky Tower,20220902:1700,33,3.6,7.1,0.4,1,H
Auckland, Sky Tower,20220902:1800,20,3.1,8.0,0.3,1,H
Auckland, Sky Tower,20220902:1900,6,2.7,0.8,0.3,1,H
Auckland, Sky Tower,20220902:2000,3,3.4,0.3,0.4,1,H
Auckland, Sky Tower,20220902:2100,356,3.8,7.3,0.4,1,H
Auckland, Sky Tower,20220902:2200,336,4.2,6.0,0.6,1,H
Auckland, Sky Tower,20220902:2300,332,6.0,1.9,0.4,1,H
Auckland, Sky Tower,20220903:0000,337,6.7,4.1,0.3,1,H
Auckland, Sky Tower,20220903:0100,327,7.4,3.2,0.5,1,H
Auckland, Sky Tower,20220903:0200,339,7.0,8.5,0.4,1,H
Auckland, Sky Tower,20220903:0300,338,8.2,11.8,0.6,1,H
Auckland, Sky Tower,20220903:0400,317,9.8,2.0,0.3,1,H
Auckland, Sky Tower,20220903:0500,324,8.0,3.2,0.5,1,H
Auckland, Sky Tower,20220903:0600,317,9.0,1.5,0.4,1,H
Auckland, Sky Tower,20220903:0700,323,7.7,2.9,0.5,1,H
Auckland, Sky Tower,20220903:0800,325,7.4,3.8,0.6,1,H
Auckland, Sky Tower,20220903:0900,335,7.0,4.4,0.8,1,H
Auckland, Sky Tower,20220903:1000,337,5.5,7.4,0.8,1,H
Auckland, Sky Tower,20220903:1100,326,5.0,9.9,0.8,1,H
Auckland, Sky Tower,20220903:1200,314,6.6,13.3,1.3,1,H
Auckland, Sky Tower,20220903:1300,304,7.0,9.8,0.9,1,H
Auckland, Sky Tower,20220903:1400,304,6.8,9.4,1.1,1,H
Auckland, Sky Tower,20220903:1500,298,7.7,9.2,1.0,1,H
Auckland, Sky Tower,20220903:1600,293,10.4,5.7,0.9,1,H
Auckland, Sky Tower,20220903:1700,290,11.2,6.3,1.1,1,H
Auckland, Sky Tower,20220903:1800,294,11.4,6.7,1.2,1,H
Auckland, Sky Tower,20220903:1900,301,10.1,4.9,0.7,1,H
Auckland, Sky Tower,20220903:2000,307,10.7,6.5,0.8,1,H
Auckland, Sky Tower,20220903:2100,318,10.8,5.8,0.9,1,H
Auckland, Sky Tower,20220903:2200,316,11.0,5.1,0.9,1,H
Auckland, Sky Tower,20220903:2300,300,10.5,11.6,1.3,1,H
Auckland, Sky Tower,20220904:0000,259,10.1,8.8,1.2,1,H
Auckland, Sky Tower,20220904:0100,246,7.4,7.9,0.8,1,H
Auckland, Sky Tower,20220904:0200,238,4.6,6.6,0.5,1,H
Auckland, Sky Tower,20220904:0300,236,4.7,2.8,0.4,1,H
Auckland, Sky Tower,20220904:0400,221,6.2,4.9,0.6,1,H
Auckland, Sky Tower,20220904:0500,218,7.4,3.9,0.6,1,H
Auckland, Sky Tower,20220904:0600,232,7.3,5.5,0.6,1,H
Auckland, Sky Tower,20220904:0700,240,6.7,2.8,0.4,1,H
Auckland, Sky Tower,20220904:0800,240,6.8,2.9,0.5,1,H
Auckland, Sky Tower,20220904:0900,242,6.8,4.2,0.5,1,H
Auckland, Sky Tower,20220904:1000,245,6.4,4.0,0.4,1,H
Auckland, Sky Tower,20220904:1100,236,5.6,10.6,1.0,1,H
Auckland, Sky Tower,20220904:1200,232,6.7,12.3,1.2,1,H
Auckland, Sky Tower,20220904:1300,224,7.8,17.0,1.6,1,H
Auckland, Sky Tower,20220904:1400,226,8.2,7.7,1.3,1,H
Auckland, Sky Tower,20220904:1500,233,9.3,6.1,1.0,1,H
Auckland, Sky Tower,20220904:1600,239,8.5,4.8,1.0,1,H
Auckland, Sky Tower,20220904:1700,239,7.7,5.7,0.8,1,H
Auckland, Sky Tower,20220904:1800,242,8.3,5.9,0.8,1,H
Auckland, Sky Tower,20220904:1900,254,7.7,2.6,0.5,1,H
Auckland, Sky Tower,20220904:2000,240,7.7,8.5,0.4,1,H
Auckland, Sky Tower,20220904:2100,226,7.7,3.1,0.4,1,H
Auckland, Sky Tower,20220904:2200,221,7.9,2.8,0.7,1,H
Auckland, Sky Tower,20220904:2300,222,6.4,5.1,0.6,1,H
Auckland, Sky Tower,20220905:0000,226,4.8,9.4,0.8,1,H
Auckland, Sky Tower,20220905:0100,230,3.6,9.4,0.3,1,H
Auckland, Sky Tower,20220905:0200,209,3.4,9.0,0.4,1,H
Auckland, Sky Tower,20220905:0300,190,2.4,7.1,0.4,1,H
Auckland, Sky Tower,20220905:0400,194,1.4,18.9,0.3,1,H
Auckland, Sky Tower,20220905:0500,115,1.6,20.3,1.0,1,H
Auckland, Sky Tower,20220905:0600,91,3.7,6.0,0.4,1,H
Auckland, Sky Tower,20220905:0700,86,5.5,4.1,0.8,1,H
Auckland, Sky Tower,20220905:0800,87,6.4,3.4,0.6,1,H
Auckland, Sky Tower,20220905:0900,88,9.1,3.2,1.4,1,H
Auckland, Sky Tower,20220905:1000,84,10.5,3.7,1.0,1,H
Auckland, Sky Tower,20220905:1100,81,12.0,2.9,1.2,1,H
Auckland, Sky Tower,20220905:1200,78,14.7,3.0,2.1,1,H
Auckland, Sky Tower,20220905:1300,63,18.8,9.5,1.7,1,H
Auckland, Sky Tower,20220905:1400,39,18.8,8.8,1.6,1,H
Auckland, Sky Tower,20220905:1500,40,19.9,6.0,1.5,1,H
Auckland, Sky Tower,20220905:1600,21,13.9,13.5,2.9,1,H
Auckland, Sky Tower,20220905:1700,351,6.6,3.2,1.4,1,H
Auckland, Sky Tower,20220905:1800,9,6.6,7.6,1.3,1,H
Auckland, Sky Tower,20220905:1900,9,6.8,4.1,0.5,1,H
Auckland, Sky Tower,20220905:2000,4,5.0,5.6,0.7,1,H
Auckland, Sky Tower,20220905:2100,32,4.1,11.3,0.8,1,H
Auckland, Sky Tower,20220905:2200,235,7.1,49.2,3.8,1,H
Auckland, Sky Tower,20220905:2300,180,13.8,5.5,1.3,1,H
Auckland, Sky Tower,20220906:0000,184,15.4,3.4,1.3,1,H
Auckland, Sky Tower,20220906:0100,181,15.6,3.6,1.8,1,H
Auckland, Sky Tower,20220906:0200,180,17.8,4.4,2.1,1,H
Auckland, Sky Tower,20220906:0300,175,19.0,6.9,2.5,1,H
Auckland, Sky Tower,20220906:0400,173,15.9,6.0,3.1,1,H
Auckland, Sky Tower,20220906:0500,174,14.9,9.0,3.0,1,H
Auckland, Sky Tower,20220906:0600,185,13.5,3.7,1.9,1,H
Auckland, Sky Tower,20220906:0700,176,12.8,6.8,2.4,1,H
Auckland, Sky Tower,20220906:0800,176,8.1,11.1,1.4,1,H
Auckland, Sky Tower,20220906:0900,185,9.6,6.5,2.1,1,H
Auckland, Sky Tower,20220906:1000,190,8.9,6.6,1.5,1,H
Auckland, Sky Tower,20220906:1100,194,11.5,5.5,1.3,1,H
Auckland, Sky Tower,20220906:1200,191,9.5,7.5,1.5,1,H
Auckland, Sky Tower,20220906:1300,182,7.3,12.2,1.6,1,H
Auckland, Sky Tower,20220906:1400,190,5.5,19.4,1.5,1,H
Auckland, Sky Tower,20220906:1500,207,5.2,18.2,1.2,1,H
Auckland, Sky Tower,20220906:1600,217,4.7,12.1,1.2,1,H
Auckland, Sky Tower,20220906:1700,211,5.5,9.3,0.8,1,H
Auckland, Sky Tower,20220906:1800,205,6.9,5.7,0.7,1,H
Auckland, Sky Tower,20220906:1900,209,7.1,6.6,0.6,1,H
Auckland, Sky Tower,20220906:2000,197,7.1,3.4,0.5,1,H
Auckland, Sky Tower,20220906:2100,193,6.0,3.0,0.8,1,H
Auckland, Sky Tower,20220906:2200,197,4.8,2.9,0.6,1,H
Auckland, Sky Tower,20220906:2300,190,2.8,2.3,0.5,1,H
Auckland, Sky Tower,20220907:0000,183,1.1,3.9,0.6,1,H
Auckland, Sky Tower,20220907:0100,190,0.1,0.1,0.3,1,H
Auckland, Sky Tower,20220907:0200,0,0.0,0.0,0.0,1,H
Auckland, Sky Tower,20220907:0300,335,1.7,14.5,1.0,1,H
Auckland, Sky Tower,20220907:0400,358,2.6,8.2,0.3,1,H
Auckland, Sky Tower,20220907:0500,342,2.4,6.5,0.3,1,H
Auckland, Sky Tower,20220907:0600,24,3.1,17.8,0.7,1,H
Auckland, Sky Tower,20220907:0700,16,3.6,8.7,0.4,1,H
Auckland, Sky Tower,20220907:0800,14,3.8,9.8,0.6,1,H
Auckland, Sky Tower,20220907:0900,354,3.6,1.9,0.3,1,H
Auckland, Sky Tower,20220907:1000,8,4.3,4.0,0.4,1,H
Auckland, Sky Tower,20220907:1100,20,4.4,7.0,0.7,1,H
Auckland, Sky Tower,20220907:1200,19,4.4,7.7,0.5,1,H
Auckland, Sky Tower,20220907:1300,28,4.8,6.7,0.6,1,H
Auckland, Sky Tower,20220907:1400,30,4.4,8.0,0.7,1,H
Auckland, Sky Tower,20220907:1500,352,3.8,25.0,1.0,1,H
Auckland, Sky Tower,20220907:1600,330,3.6,27.2,1.0,1,H
Auckland, Sky Tower,20220907:1700,296,3.4,13.9,0.8,1,H
Auckland, Sky Tower,20220907:1800,288,4.2,11.2,0.8,1,H
Auckland, Sky Tower,20220907:1900,271,4.1,6.8,0.4,1,H
Auckland, Sky Tower,20220907:2000,252,4.2,5.3,0.2,1,H
Auckland, Sky Tower,20220907:2100,233,4.8,10.1,0.4,1,H
Auckland, Sky Tower,20220907:2200,211,3.9,4.0,0.5,1,H
Auckland, Sky Tower,20220907:2300,218,3.3,3.6,0.2,1,H
Auckland, Sky Tower,20220908:0000,214,3.2,3.2,0.3,1,H
Auckland, Sky Tower,20220908:0100,217,3.1,4.3,0.2,1,H
Auckland, Sky Tower,20220908:0200,206,2.7,5.3,0.4,1,H
Auckland, Sky Tower,20220908:0300,228,1.8,5.4,0.2,1,H
Auckland, Sky Tower,20220908:0400,223,2.4,2.2,0.2,1,H
Auckland, Sky Tower,20220908:0500,222,2.9,1.6,0.2,1,H
Auckland, Sky Tower,20220908:0600,217,1.9,5.0,0.4,1,H
Auckland, Sky Tower,20220908:0700,207,0.9,0.1,0.4,1,H
Auckland, Sky Tower,20220908:0800,174,0.7,14.1,0.5,1,H
Auckland, Sky Tower,20220908:0900,152,0.7,10.2,7.4,1,H
Auckland, Sky Tower,20220908:1000,106,0.6,24.1,0.4,1,H
Auckland, Sky Tower,20220908:1100,15,1.1,72.8,0.8,1,H
Auckland, Sky Tower,20220908:1200,63,2.4,24.3,0.8,1,H
Auckland, Sky Tower,20220908:1300,45,2.8,15.5,0.7,1,H
Auckland, Sky Tower,20220908:1400,44,2.9,18.1,0.8,1,H
Auckland, Sky Tower,20220908:1500,44,2.9,42.8,1.0,1,H
Auckland, Sky Tower,20220908:1600,286,1.9,92.9,1.0,1,H
Auckland, Sky Tower,20220908:1700,201,2.2,76.6,0.8,1,H
Auckland, Sky Tower,20220908:1800,174,2.2,84.4,0.7,1,H
Auckland, Sky Tower,20220908:1900,173,2.9,12.2,0.7,1,H
Auckland, Sky Tower,20220908:2000,176,3.3,6.4,0.7,1,H
Auckland, Sky Tower,20220908:2100,164,2.6,12.8,0.6,1,H
Auckland, Sky Tower,20220908:2200,164,3.5,5.5,0.7,1,H
Auckland, Sky Tower,20220908:2300,157,2.5,5.4,0.6,1,H
Auckland, Sky Tower,20220909:0000,139,1.3,13.5,0.7,1,H
Auckland, Sky Tower,20220909:0100,147,1.3,6.9,0.5,1,H
Auckland, Sky Tower,20220909:0200,143,1.1,15.7,0.5,1,H
Auckland, Sky Tower,20220909:0300,110,1.4,3.1,0.3,1,H
Auckland, Sky Tower,20220909:0400,107,2.0,0.3,0.3,1,H
Auckland, Sky Tower,20220909:0500,60,2.7,10.4,0.2,1,H
Auckland, Sky Tower,20220909:0600,49,2.7,0.2,0.3,1,H
Auckland, Sky Tower,20220909:0700,53,2.2,3.0,0.1,1,H
Auckland, Sky Tower,20220909:0800,80,1.8,4.1,0.2,1,H
Auckland, Sky Tower,20220909:0900,84,2.4,4.4,0.6,1,H
Auckland, Sky Tower,20220909:1000,79,2.9,7.5,0.6,1,H
Auckland, Sky Tower,20220909:1100,60,2.9,17.1,0.7,1,H
Auckland, Sky Tower,20220909:1200,71,3.3,19.3,1.0,1,H
Auckland, Sky Tower,20220909:1300,73,3.6,14.3,0.9,1,H
Auckland, Sky Tower,20220909:1400,76,4.2,11.4,0.8,1,H
Auckland, Sky Tower,20220909:1500,64,4.0,11.2,0.8,1,H
Auckland, Sky Tower,20220909:1600,60,2.4,18.1,0.7,1,H
Auckland, Sky Tower,20220909:1700,47,3.2,9.8,0.6,1,H
Auckland, Sky Tower,20220909:1800,79,2.3,16.3,0.7,1,H
Auckland, Sky Tower,20220909:1900,144,1.8,50.2,2.3,1,H
Auckland, Sky Tower,20220909:2000,138,2.4,41.8,1.2,1,H
Auckland, Sky Tower,20220909:2100,86,2.0,12.7,0.8,1,H
Auckland, Sky Tower,20220909:2200,102,1.6,15.5,0.9,1,H
Auckland, Sky Tower,20220909:2300,82,2.6,7.4,0.5,1,H
Auckland, Sky Tower,20220910:0000,77,3.2,4.4,0.4,1,H
Auckland, Sky Tower,20220910:0100,87,2.2,5.0,0.4,1,H
Auckland, Sky Tower,20220910:0200,107,1.7,19.0,0.8,1,H
Auckland, Sky Tower,20220910:0300,143,1.3,15.6,0.6,1,H
Auckland, Sky Tower,20220910:0400,157,2.6,16.1,1.4,1,H
Auckland, Sky Tower,20220910:0500,165,4.9,16.9,1.4,1,H
Auckland, Sky Tower,20220910:0600,134,2.6,25.7,1.5,1,H
Auckland, Sky Tower,20220910:0700,113,1.6,26.2,0.5,1,H
Auckland, Sky Tower,20220910:0800,108,2.6,28.1,1.2,1,H
Auckland, Sky Tower,20220910:0900,112,1.7,38.8,0.8,1,H
Auckland, Sky Tower,20220910:1000,139,1.8,31.3,1.0,1,H
Auckland, Sky Tower,20220910:1100,153,1.8,33.0,0.9,1,H
Auckland, Sky Tower,20220910:1200,126,1.2,40.1,0.6,1,H
Auckland, Sky Tower,20220910:1300,144,2.0,35.8,1.2,1,H
Auckland, Sky Tower,20220910:1400,102,2.8,31.7,1.2,1,H
Auckland, Sky Tower,20220910:1500,118,1.8,38.4,1.0,1,H
Auckland, Sky Tower,20220910:1600,140,2.3,51.6,1.2,1,H
Auckland, Sky Tower,20220910:1700,158,4.2,18.7,1.6,1,H
Auckland, Sky Tower,20220910:1800,165,5.2,8.1,1.0,1,H
Auckland, Sky Tower,20220910:1900,171,5.9,5.4,1.2,1,H
Auckland, Sky Tower,20220910:2000,146,3.4,22.7,2.2,1,H
