Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Auckland Aero,20090130:0800,22.6,24,17.1,24,14.7,24,19.9,-,24,D
Auckland Aero,20090131:0800,22.8,24,18.0,24,16.2,24,20.4,-,24,D
Auckland Aero,20090201:0800,24.0,24,18.4,24,17.3,24,21.2,-,24,D
Auckland Aero,20090202:0800,23.2,24,18.1,24,17.6,24,20.7,-,24,D
Auckland Aero,20090203:0800,23.8,24,17.5,24,14.1,24,20.7,-,24,D
Auckland Aero,20090204:0800,26.9,24,16.1,24,10.9,24,21.5,-,24,D
Auckland Aero,20090205:0800,26.2,24,17.5,24,14.0,24,21.9,-,24,D
Auckland Aero,20090206:0800,26.9,24,17.7,24,14.7,24,22.3,-,24,D
Auckland Aero,20090207:0800,27.4,24,15.7,24,11.4,24,21.6,-,24,D
Auckland Aero,20090208:0800,26.9,24,19.0,24,16.7,24,23.0,-,24,D
Auckland Aero,20090209:0800,26.3,24,17.6,24,15.3,24,22.0,-,24,D
Auckland Aero,20090210:0800,27.5,24,20.1,24,21.7,24,23.8,-,24,D
Auckland Aero,20090211:0800,26.9,24,20.2,24,18.4,24,23.6,-,24,D
Auckland Aero,20090212:0800,26.8,24,22.1,24,21.2,24,24.5,-,24,D
Auckland Aero,20090213:0800,28.4,24,18.0,24,17.8,24,23.2,-,24,D
Auckland Aero,20090214:0800,22.4,24,13.7,24,13.5,24,18.1,-,24,D
Auckland Aero,20090215:0800,18.3,24,13.3,24,11.1,24,15.8,-,24,D
Auckland Aero,20090216:0800,23.6,24,16.4,24,14.8,24,20.0,-,24,D
Auckland Aero,20090217:0800,23.0,24,17.0,24,-,-,20.0,-,24,D
Auckland Aero,20090218:0800,25.9,24,17.1,24,14.4,24,21.5,-,24,D
Auckland Aero,20090219:0800,25.0,24,18.0,24,-,-,21.5,-,24,D
Auckland Aero,20090220:0800,25.8,24,20.6,24,19.8,24,23.2,-,24,D
Auckland Aero,20090221:0800,23.3,24,19.1,24,16.8,24,21.2,-,24,D
Auckland Aero,20090222:0800,25.5,24,18.2,24,18.0,24,21.9,-,24,D
Auckland Aero,20090223:0800,23.4,24,16.6,24,14.2,24,20.0,-,24,D
Auckland Aero,20090224:0800,23.1,24,15.3,24,12.8,24,19.2,-,24,D
Auckland Aero,20090225:0800,22.1,24,14.4,24,11.3,24,18.3,-,24,D
Auckland Aero,20090226:0800,22.1,24,12.4,24,9.2,24,17.3,-,24,D
Auckland Aero,20090227:0800,22.5,24,15.9,24,13.3,24,19.2,-,24,D
Auckland Aero,20090228:0800,22.9,24,17.2,24,16.4,24,20.1,-,24,D
Auckland Aero,20090301:0800,23.3,24,17.1,24,15.6,24,20.2,-,24,D
Auckland Aero,20090302:0800,25.7,24,17.5,24,15.5,24,21.6,-,24,D
Auckland Aero,20090303:0800,23.0,24,16.9,24,14.3,24,20.0,-,24,D
Auckland Aero,20090304:0800,22.8,24,16.5,24,14.3,24,19.7,-,24,D
Auckland Aero,20090305:0800,23.0,24,18.2,24,16.6,24,20.6,-,24,D
Auckland Aero,20090306:0800,21.3,24,19.3,24,18.7,24,20.3,-,24,D
Auckland Aero,20090307:0800,25.0,24,19.4,24,18.4,24,22.2,-,24,D
Auckland Aero,20090308:0800,25.3,24,17.5,24,15.3,24,21.4,-,24,D
Auckland Aero,20090309:0800,22.5,24,16.6,24,14.9,24,19.6,-,24,D
Auckland Aero,20090310:0800,20.7,24,15.1,24,11.9,24,17.9,-,24,D
Auckland Aero,20090311:0800,20.7,24,15.8,24,13.3,24,18.3,-,24,D
Auckland Aero,20090312:0800,20.0,24,12.0,24,-,-,16.0,-,24,D
Auckland Aero,20090313:0800,20.0,24,13.6,24,-,-,16.8,-,24,D
Auckland Aero,20090314:0800,19.8,24,12.0,24,8.9,24,15.9,-,24,D
Auckland Aero,20090315:0800,20.0,24,13.8,24,11.8,24,16.9,-,24,D
Auckland Aero,20090316:0800,22.4,24,13.6,24,10.0,24,18.0,-,24,D
Auckland Aero,20090317:0800,22.5,24,13.7,24,9.0,24,18.1,-,24,D
Auckland Aero,20090318:0800,23.6,24,15.3,24,12.3,24,19.5,-,24,D
Auckland Aero,20090319:0800,23.5,24,16.6,24,13.0,24,20.1,-,24,D
Auckland Aero,20090320:0800,22.4,24,16.7,24,13.7,24,19.6,-,24,D
Auckland Aero,20090321:0800,20.6,24,15.9,24,13.5,24,18.3,-,24,D
Auckland Aero,20090322:0800,21.4,24,12.9,24,7.8,24,17.2,-,24,D
Auckland Aero,20090323:0800,21.6,24,14.9,24,10.6,24,18.3,-,24,D
Auckland Aero,20090324:0800,21.0,24,9.0,24,-,-,15.0,-,24,D
Auckland Aero,20090325:0800,19.0,24,9.0,24,-,-,14.0,-,24,D
Auckland Aero,20090326:0800,21.0,24,13.1,24,11.2,24,17.1,-,24,D
Auckland Aero,20090327:0800,20.5,24,9.2,24,5.5,24,14.9,-,24,D
Auckland Aero,20090328:0800,20.7,24,10.1,24,6.7,24,15.4,-,24,D
Auckland Aero,20090329:0800,21.2,24,12.0,24,7.2,24,16.6,-,24,D
Auckland Aero,20090330:0800,21.4,24,10.6,24,6.0,24,16.0,-,24,D
Auckland Aero,20090331:0800,21.7,24,14.5,24,9.5,24,18.1,-,24,D
Auckland Aero,20090401:0800,20.6,24,14.3,24,11.8,24,17.5,-,24,D
Auckland Aero,20090402:0800,20.8,24,9.1,24,6.7,24,15.0,-,24,D
Auckland Aero,20090403:0800,20.0,24,9.0,24,-,-,14.5,-,24,D
Auckland Aero,20090404:0800,19.9,24,8.7,24,3.5,24,14.3,-,24,D
Auckland Aero,20090405:0900,22.0,24,12.0,24,6.9,24,17.0,-,24,D
Auckland Aero,20090406:0900,22.9,24,10.8,24,5.8,24,16.9,-,24,D
Auckland Aero,20090407:0900,22.8,24,14.8,24,10.4,24,18.8,-,24,D
Auckland Aero,20090408:0900,21.7,24,15.0,24,13.4,24,18.4,-,24,D
Auckland Aero,20090409:0900,18.6,24,10.3,24,8.1,24,14.5,-,24,D
Auckland Aero,20090410:0900,15.9,24,5.0,24,1.0,24,10.5,-,24,D
Auckland Aero,20090411:0900,18.0,24,9.5,24,5.3,24,13.8,-,24,D
Auckland Aero,20090412:0900,18.4,24,13.8,24,10.1,24,16.1,-,24,D
Auckland Aero,20090413:0900,19.2,24,13.3,24,9.4,24,16.3,-,24,D
Auckland Aero,20090414:0900,20.2,24,13.5,24,8.9,24,16.9,-,24,D
Auckland Aero,20090415:0900,20.5,24,12.2,24,8.8,24,16.4,-,24,D
Auckland Aero,20090416:0900,22.4,24,10.5,24,6.6,24,16.5,-,24,D
Auckland Aero,20090417:0900,21.9,24,10.7,24,5.9,24,16.3,-,24,D
Auckland Aero,20090418:0900,20.0,24,14.0,24,-,-,17.0,-,24,D
Auckland Aero,20090419:0900,21.0,24,14.8,24,13.2,24,17.9,-,24,D
Auckland Aero,20090420:0900,19.2,24,15.9,24,15.6,24,17.6,-,24,D
Auckland Aero,20090421:0900,17.9,24,10.8,24,10.0,24,14.4,-,24,D
Auckland Aero,20090422:0900,16.9,24,8.6,24,4.9,24,12.8,-,24,D
Auckland Aero,20090423:0900,17.6,24,9.6,24,7.2,24,13.6,-,24,D
Auckland Aero,20090424:0900,18.5,24,13.3,24,11.7,24,15.9,-,24,D
Auckland Aero,20090425:0900,20.3,24,16.8,24,15.4,24,18.6,-,24,D
Auckland Aero,20090426:0900,20.5,24,16.4,24,15.1,24,18.5,-,24,D
Auckland Aero,20090427:0900,19.5,24,17.6,24,16.1,24,18.6,-,24,D
Auckland Aero,20090428:0900,22.1,24,18.1,24,16.8,24,20.1,-,24,D
Auckland Aero,20090429:0900,22.2,24,17.7,24,16.5,24,20.0,-,24,D
Auckland Aero,20090430:0900,21.0,24,14.0,24,-,-,17.5,-,24,D
Auckland Aero,20090501:0900,19.6,24,10.5,24,6.2,24,15.1,-,24,D
Auckland Aero,20090502:0900,18.0,24,10.0,24,9.6,24,14.0,-,24,D
Auckland Aero,20090503:0900,12.3,24,9.0,24,5.6,24,10.7,-,24,D
Auckland Aero,20090504:0900,17.0,24,6.7,24,2.5,24,11.9,-,24,D
Auckland Aero,20090505:0900,16.1,24,7.7,24,3.7,24,11.9,-,24,D
Auckland Aero,20090506:0900,18.6,24,12.2,24,9.7,24,15.4,-,24,D
Auckland Aero,20090507:0900,17.6,24,7.2,24,2.4,24,12.4,-,24,D
Auckland Aero,20090508:0900,16.0,24,10.0,24,7.9,24,13.0,-,24,D
Auckland Aero,20090509:0900,14.1,24,7.7,24,5.4,24,10.9,-,24,D
Auckland Aero,20090510:0900,14.9,24,9.4,24,7.0,24,12.2,-,24,D
Auckland Aero,20090511:0900,15.3,24,8.6,24,6.8,24,12.0,-,24,D
Auckland Aero,20090512:0900,12.9,24,8.5,24,6.3,24,10.7,-,24,D
Auckland Aero,20090513:0900,15.0,24,7.0,24,-,-,11.0,-,24,D
Auckland Aero,20090514:0900,16.3,24,8.6,24,5.5,24,12.5,-,24,D
Auckland Aero,20090515:0900,17.2,24,8.0,24,4.5,24,12.6,-,24,D
Auckland Aero,20090516:0900,18.9,24,12.1,24,8.8,24,15.5,-,24,D
Auckland Aero,20090517:0900,20.1,24,12.0,24,8.7,24,16.1,-,24,D
Auckland Aero,20090518:0900,20.7,24,10.7,24,7.7,24,15.7,-,24,D
Auckland Aero,20090519:0900,18.7,24,10.7,24,7.6,24,14.7,-,24,D
Auckland Aero,20090520:0900,16.5,24,8.3,24,7.4,24,12.4,-,24,D
Auckland Aero,20090521:0900,11.8,24,4.3,24,0.3,24,8.1,-,24,D
Auckland Aero,20090522:0900,11.8,24,1.7,24,-0.5,24,6.8,-,24,D
Auckland Aero,20090523:0900,15.4,24,4.5,24,0.1,24,10.0,-,24,D
Auckland Aero,20090524:0900,13.2,24,5.9,24,1.1,24,9.6,-,24,D
Auckland Aero,20090525:0900,14.3,24,8.9,24,9.6,24,11.6,-,24,D
Auckland Aero,20090526:0900,15.4,24,10.6,24,9.1,24,13.0,-,24,D
Auckland Aero,20090527:0900,14.3,24,10.5,24,8.0,24,12.4,-,24,D
Auckland Aero,20090528:0900,16.7,24,5.9,24,2.1,24,11.3,-,24,D
Auckland Aero,20090529:0900,15.6,24,6.7,24,3.1,24,11.2,-,24,D
Auckland Aero,20090530:0900,16.3,24,9.7,24,-,-,13.0,-,24,D
Auckland Aero,20090531:0900,15.8,24,9.3,24,5.4,24,12.6,-,24,D
Auckland Aero,20090601:0900,14.5,24,3.9,24,-0.1,24,9.2,-,24,D
Auckland Aero,20090602:0900,11.1,24,3.9,24,-0.5,24,7.5,-,24,D
Auckland Aero,20090603:0900,12.3,24,1.6,24,-2.5,24,7.0,-,24,D
Auckland Aero,20090604:0900,13.0,24,0.4,24,-3.0,24,6.7,-,24,D
Auckland Aero,20090605:0900,12.7,24,0.3,24,-2.7,24,6.5,-,24,D
Auckland Aero,20090606:0900,14.2,24,3.5,24,3.9,24,8.9,-,24,D
Auckland Aero,20090607:0900,14.5,24,7.1,24,2.6,24,10.8,-,24,D
Auckland Aero,20090608:0900,12.0,24,6.3,24,1.1,24,9.2,-,24,D
Auckland Aero,20090609:0900,13.6,24,8.0,24,9.3,24,10.8,-,24,D
Auckland Aero,20090610:0900,15.4,24,11.3,24,10.7,24,13.4,-,24,D
Auckland Aero,20090611:0900,16.5,24,10.2,24,6.4,24,13.4,-,24,D
Auckland Aero,20090612:0900,17.8,24,13.3,24,11.6,24,15.6,-,24,D
Auckland Aero,20090613:0900,14.7,24,12.4,24,10.0,24,13.6,-,24,D
Auckland Aero,20090614:0900,16.4,24,8.9,24,6.4,24,12.7,-,24,D
Auckland Aero,20090615:0900,14.4,24,11.6,24,9.8,24,13.0,-,24,D
Auckland Aero,20090616:0900,15.6,24,10.2,24,7.8,24,12.9,-,24,D
Auckland Aero,20090617:0900,14.8,24,2.5,24,-0.8,24,8.7,-,24,D
Auckland Aero,20090618:0900,10.7,24,4.1,24,0.7,24,7.4,-,24,D
Auckland Aero,20090619:0900,10.9,24,1.5,24,-1.4,24,6.2,-,24,D
Auckland Aero,20090620:0900,12.8,24,4.7,24,3.1,24,8.8,-,24,D
Auckland Aero,20090621:0900,13.0,24,2.3,24,-1.7,24,7.7,-,24,D
Auckland Aero,20090622:0900,11.4,24,2.6,24,-2.1,24,7.0,-,24,D
Auckland Aero,20090623:0900,12.4,24,2.8,24,-2.0,24,7.6,-,24,D
Auckland Aero,20090624:0900,10.9,24,4.5,24,-0.4,24,7.7,-,24,D
Auckland Aero,20090625:0900,11.6,24,4.6,24,0.5,24,8.1,-,24,D
Auckland Aero,20090626:0900,14.3,24,6.8,24,3.6,24,10.6,-,24,D
Auckland Aero,20090627:0900,15.2,24,12.1,24,10.4,24,13.7,-,24,D
Auckland Aero,20090628:0900,14.9,24,10.9,24,6.8,24,12.9,-,24,D
Auckland Aero,20090629:0900,16.0,24,10.0,24,-,-,13.0,-,24,D
Auckland Aero,20090630:0900,12.3,24,9.4,24,7.4,24,10.9,-,24,D
Auckland Aero,20090701:0900,13.6,24,9.6,24,7.1,24,11.6,-,24,D
Auckland Aero,20090702:0900,13.4,24,3.4,24,-0.5,24,8.4,-,24,D
Auckland Aero,20090703:0900,13.6,24,5.8,24,6.7,24,9.7,-,24,D
Auckland Aero,20090704:0900,15.8,24,6.2,24,1.7,24,11.0,-,24,D
Auckland Aero,20090705:0900,13.5,24,9.3,24,5.8,24,11.4,-,24,D
Auckland Aero,20090706:0900,15.3,24,8.3,24,6.6,24,11.8,-,24,D
Auckland Aero,20090707:0900,14.8,24,7.6,24,3.5,24,11.2,-,24,D
Auckland Aero,20090708:0900,14.9,24,8.3,24,5.8,24,11.6,-,24,D
Auckland Aero,20090709:0900,13.6,24,5.0,24,1.9,24,9.3,-,24,D
Auckland Aero,20090710:0900,12.2,24,2.2,24,-0.3,24,7.2,-,24,D
Auckland Aero,20090711:0900,11.8,24,5.0,24,4.0,24,8.4,-,24,D
Auckland Aero,20090712:0900,10.5,24,8.1,24,7.3,24,9.3,-,24,D
Auckland Aero,20090713:0900,10.9,24,4.8,24,-0.4,24,7.9,-,24,D
Auckland Aero,20090714:0900,11.8,24,2.0,24,-0.9,24,6.9,-,24,D
Auckland Aero,20090715:0900,15.1,24,5.7,24,7.7,24,10.4,-,24,D
Auckland Aero,20090716:0900,16.4,24,11.5,24,9.9,24,14.0,-,24,D
Auckland Aero,20090717:0900,16.6,24,5.9,24,3.2,24,11.3,-,24,D
Auckland Aero,20090718:0900,13.8,24,8.2,24,9.2,24,11.0,-,24,D
Auckland Aero,20090719:0900,13.9,24,10.1,24,7.9,24,12.0,-,24,D
Auckland Aero,20090720:0900,15.6,24,9.9,24,7.4,24,12.8,-,24,D
Auckland Aero,20090721:0900,14.6,24,6.8,24,3.3,24,10.7,-,24,D
Auckland Aero,20090722:0900,14.8,24,10.8,24,9.0,24,12.8,-,24,D
Auckland Aero,20090723:0900,16.0,24,7.2,24,3.2,24,11.6,-,24,D
Auckland Aero,20090724:0900,16.7,24,10.9,24,9.6,24,13.8,-,24,D
Auckland Aero,20090725:0900,15.2,24,4.5,24,0.4,24,9.9,-,24,D
Auckland Aero,20090726:0900,11.3,24,3.4,24,-0.8,24,7.4,-,24,D
Auckland Aero,20090727:0900,11.7,24,2.9,24,-1.2,24,7.3,-,24,D
Auckland Aero,20090728:0900,11.5,24,3.3,24,-0.2,24,7.4,-,24,D
Auckland Aero,20090729:0900,13.3,24,9.1,24,9.4,24,11.2,-,24,D
Auckland Aero,20090730:0900,14.7,24,8.6,24,5.2,24,11.7,-,24,D
Auckland Aero,20090731:0900,15.8,24,7.3,24,3.6,24,11.6,-,24,D
Auckland Aero,20090801:0900,16.0,24,8.3,24,5.2,24,12.2,-,24,D
Auckland Aero,20090802:0900,15.6,24,7.8,24,2.2,24,11.7,-,24,D
Auckland Aero,20090803:0900,15.1,24,10.2,24,7.0,24,12.7,-,24,D
Auckland Aero,20090804:0900,14.9,24,7.1,24,3.4,24,11.0,-,24,D
Auckland Aero,20090805:0900,15.7,24,7.6,24,2.0,24,11.7,-,24,D
Auckland Aero,20090806:0900,14.6,24,3.2,24,0.5,24,8.9,-,24,D
Auckland Aero,20090807:0900,15.5,24,4.7,24,0.6,24,10.1,-,24,D
Auckland Aero,20090808:0900,14.7,24,4.7,24,1.2,24,9.7,-,24,D
Auckland Aero,20090809:0900,14.6,24,7.3,24,2.3,24,11.0,-,24,D
Auckland Aero,20090810:0900,14.3,24,11.4,24,8.3,24,12.9,-,24,D
Auckland Aero,20090811:0900,15.4,24,9.6,24,6.6,24,12.5,-,24,D
Auckland Aero,20090812:0900,14.8,24,8.7,24,3.5,24,11.8,-,24,D
Auckland Aero,20090813:0900,16.2,24,10.9,24,7.4,24,13.6,-,24,D
Auckland Aero,20090814:0900,16.0,24,12.3,24,9.9,24,14.2,-,24,D
Auckland Aero,20090815:0900,15.5,24,13.3,24,12.7,24,14.4,-,24,D
Auckland Aero,20090816:0900,17.4,24,12.3,24,11.0,24,14.9,-,24,D
Auckland Aero,20090817:0900,15.7,24,12.6,24,10.7,24,14.2,-,24,D
Auckland Aero,20090818:0900,16.1,24,11.3,24,8.0,24,13.7,-,24,D
Auckland Aero,20090819:0900,16.3,24,12.9,24,11.6,24,14.6,-,24,D
Auckland Aero,20090820:0900,16.0,24,9.7,24,8.7,24,12.9,-,24,D
Auckland Aero,20090821:0900,15.5,24,8.7,24,6.9,24,12.1,-,24,D
Auckland Aero,20090822:0900,16.3,24,10.3,24,7.9,24,13.3,-,24,D
Auckland Aero,20090823:0900,16.3,24,8.1,24,4.8,24,12.2,-,24,D
Auckland Aero,20090824:0900,15.7,24,11.8,24,9.8,24,13.8,-,24,D
Auckland Aero,20090825:0900,15.9,24,10.3,24,6.6,24,13.1,-,24,D
Auckland Aero,20090826:0900,15.9,24,11.2,24,10.5,24,13.6,-,24,D
Auckland Aero,20090827:0900,17.3,24,12.2,24,10.1,24,14.8,-,24,D
Auckland Aero,20090828:0900,16.7,24,12.8,24,10.5,24,14.8,-,24,D
Auckland Aero,20090829:0900,18.1,24,8.6,24,5.2,24,13.4,-,24,D
Auckland Aero,20090830:0900,17.7,24,12.8,24,10.4,24,15.3,-,24,D
Auckland Aero,20090831:0900,18.5,24,11.6,24,9.9,24,15.1,-,24,D
Auckland Aero,20090901:0900,16.2,24,8.3,24,5.6,24,12.3,-,24,D
Auckland Aero,20090902:0900,17.2,24,10.0,24,5.1,24,13.6,-,24,D
Auckland Aero,20090903:0900,16.1,24,9.9,24,4.7,24,13.0,-,24,D
Auckland Aero,20090904:0900,14.8,24,5.7,24,3.6,24,10.3,-,24,D
Auckland Aero,20090905:0900,13.9,24,4.7,24,1.7,24,9.3,-,24,D
Auckland Aero,20090906:0900,14.0,24,2.6,24,-3.0,24,8.3,-,24,D
Auckland Aero,20090907:0900,15.7,24,3.7,24,-1.2,24,9.7,-,24,D
Auckland Aero,20090908:0900,16.7,24,6.1,24,-0.2,24,11.4,-,24,D
Auckland Aero,20090909:0900,17.3,24,6.3,24,0.9,24,11.8,-,24,D
Auckland Aero,20090910:0900,16.0,24,10.0,24,5.0,24,13.0,-,24,D
Auckland Aero,20090911:0900,16.4,24,12.8,24,11.6,24,14.6,-,24,D
Auckland Aero,20090912:0900,15.7,24,13.9,24,12.8,24,14.8,-,24,D
Auckland Aero,20090913:0900,17.4,24,12.2,24,8.0,24,14.8,-,24,D
Auckland Aero,20090914:0900,19.2,24,8.5,24,2.2,24,13.9,-,24,D
Auckland Aero,20090915:0900,19.1,24,9.3,24,3.5,24,14.2,-,24,D
Auckland Aero,20090916:0900,16.8,24,9.8,24,3.5,24,13.3,-,24,D
Auckland Aero,20090917:0900,18.7,24,10.0,24,4.9,24,14.4,-,24,D
Auckland Aero,20090918:0900,18.4,24,9.6,24,5.3,24,14.0,-,24,D
Auckland Aero,20090919:0900,16.6,24,11.2,24,7.6,24,13.9,-,24,D
Auckland Aero,20090920:0900,16.6,24,9.1,24,6.8,24,12.9,-,24,D
Auckland Aero,20090921:0900,16.2,24,7.0,24,0.4,24,11.6,-,24,D
Auckland Aero,20090922:0900,18.0,24,12.0,24,11.8,24,15.0,-,24,D
Auckland Aero,20090923:0900,17.3,24,13.4,24,11.6,24,15.4,-,24,D
Auckland Aero,20090924:0900,17.6,24,13.1,24,12.9,24,15.4,-,24,D
Auckland Aero,20090925:0900,18.1,24,13.4,24,10.9,24,15.8,-,24,D
Auckland Aero,20090926:0900,19.1,24,12.5,24,11.2,24,15.8,-,24,D
Auckland Aero,20090927:0800,17.6,24,12.6,24,9.7,24,15.1,-,24,D
Auckland Aero,20090928:0800,17.7,24,12.9,24,10.3,24,15.3,-,24,D
Auckland Aero,20090929:0800,18.8,24,9.9,24,6.8,24,14.4,-,24,D
Auckland Aero,20090930:0800,18.1,24,11.9,24,10.4,24,15.0,-,24,D
Auckland Aero,20091001:0800,17.4,24,12.0,24,10.8,24,14.7,-,24,D
Auckland Aero,20091002:0800,16.3,24,12.2,24,10.2,24,14.3,-,24,D
Auckland Aero,20091003:0800,17.6,24,14.2,24,14.1,24,15.9,-,24,D
Auckland Aero,20091004:0800,18.8,24,14.7,24,12.9,24,16.8,-,24,D
Auckland Aero,20091005:0800,17.4,24,6.2,24,6.3,24,11.8,-,24,D
Auckland Aero,20091006:0800,10.6,24,6.3,24,5.4,24,8.5,-,24,D
Auckland Aero,20091007:0800,14.0,24,8.9,24,8.3,24,11.5,-,24,D
Auckland Aero,20091008:0800,15.5,24,11.2,24,10.1,24,13.4,-,24,D
Auckland Aero,20091009:0800,16.5,24,10.0,24,6.1,24,13.3,-,24,D
Auckland Aero,20091010:0800,16.1,24,9.3,24,8.5,24,12.7,-,24,D
Auckland Aero,20091011:0800,15.5,24,5.6,24,0.6,24,10.6,-,24,D
Auckland Aero,20091012:0800,15.8,24,8.0,24,4.7,24,11.9,-,24,D
Auckland Aero,20091013:0800,16.6,24,8.0,24,5.1,24,12.3,-,24,D
Auckland Aero,20091014:0800,16.6,24,10.6,24,8.0,24,13.6,-,24,D
Auckland Aero,20091015:0800,18.9,24,14.8,24,14.4,24,16.9,-,24,D
Auckland Aero,20091016:0800,17.3,24,14.0,24,12.1,24,15.7,-,24,D
Auckland Aero,20091017:0800,20.3,24,11.8,24,9.5,24,16.1,-,24,D
Auckland Aero,20091018:0800,20.3,24,11.5,24,9.2,24,15.9,-,24,D
Auckland Aero,20091019:0800,17.6,24,11.0,24,8.9,24,14.3,-,24,D
Auckland Aero,20091020:0800,17.1,24,11.4,24,9.9,24,14.3,-,24,D
Auckland Aero,20091021:0800,16.6,24,6.7,24,3.5,24,11.7,-,24,D
Auckland Aero,20091022:0800,16.3,24,11.0,24,10.0,24,13.7,-,24,D
Auckland Aero,20091023:0800,17.4,24,11.7,24,9.5,24,14.6,-,24,D
Auckland Aero,20091024:0800,16.1,24,8.6,24,5.4,24,12.4,-,24,D
Auckland Aero,20091025:0800,16.3,24,8.2,24,6.1,24,12.3,-,24,D
Auckland Aero,20091026:0800,17.6,24,8.0,24,5.2,24,12.8,-,24,D
Auckland Aero,20091027:0800,18.3,24,12.9,24,12.2,24,15.6,-,24,D
Auckland Aero,20091028:0800,15.9,24,12.2,24,10.2,24,14.1,-,24,D
Auckland Aero,20091029:0800,17.5,24,11.4,24,9.8,24,14.5,-,24,D
Auckland Aero,20091030:0800,15.0,24,4.9,24,0.7,24,10.0,-,24,D
Auckland Aero,20091031:0800,16.0,24,7.4,24,2.3,24,11.7,-,24,D
Auckland Aero,20091101:0800,16.6,24,11.4,24,9.1,24,14.0,-,24,D
Auckland Aero,20091102:0800,17.0,24,11.3,24,10.3,24,14.2,-,24,D
Auckland Aero,20091103:0800,16.1,24,12.5,24,11.7,24,14.3,-,24,D
Auckland Aero,20091104:0800,18.7,24,12.9,24,10.9,24,15.8,-,24,D
Auckland Aero,20091105:0800,19.2,24,13.7,24,13.7,24,16.5,-,24,D
Auckland Aero,20091106:0800,17.8,24,12.7,24,10.0,24,15.3,-,24,D
Auckland Aero,20091107:0800,18.7,24,11.0,24,7.4,24,14.9,-,24,D
Auckland Aero,20091108:0800,17.6,24,13.6,24,12.1,24,15.6,-,24,D
Auckland Aero,20091109:0800,17.9,24,12.2,24,11.4,24,15.1,-,24,D
Auckland Aero,20091110:0800,16.7,24,13.3,24,11.9,24,15.0,-,24,D
Auckland Aero,20091111:0800,19.3,24,11.5,24,9.2,24,15.4,-,24,D
Auckland Aero,20091112:0800,17.7,24,9.9,24,8.0,24,13.8,-,24,D
Auckland Aero,20091113:0800,20.0,24,8.9,24,5.7,24,14.5,-,24,D
Auckland Aero,20091114:0800,17.1,24,12.2,24,9.8,24,14.7,-,24,D
Auckland Aero,20091115:0800,18.2,24,12.7,24,10.8,24,15.5,-,24,D
Auckland Aero,20091116:0800,19.2,24,13.6,24,12.3,24,16.4,-,24,D
Auckland Aero,20091117:0800,18.6,24,12.6,24,11.7,24,15.6,-,24,D
Auckland Aero,20091118:0800,19.0,24,14.2,24,12.3,24,16.6,-,24,D
Auckland Aero,20091119:0800,20.2,24,14.1,24,12.4,24,17.2,-,24,D
Auckland Aero,20091120:0800,18.2,24,13.3,24,10.7,24,15.8,-,24,D
Auckland Aero,20091121:0800,18.1,24,14.2,24,13.2,24,16.2,-,24,D
Auckland Aero,20091122:0800,20.8,24,16.8,24,16.6,24,18.8,-,24,D
Auckland Aero,20091123:0800,18.8,24,12.8,24,10.5,24,15.8,-,24,D
Auckland Aero,20091124:0800,20.2,24,16.4,24,16.2,24,18.3,-,24,D
Auckland Aero,20091125:0800,19.3,24,13.1,24,10.3,24,16.2,-,24,D
Auckland Aero,20091126:0800,19.1,24,13.8,24,12.0,24,16.5,-,24,D
Auckland Aero,20091127:0800,20.2,24,13.7,24,11.7,24,17.0,-,24,D
Auckland Aero,20091128:0800,19.3,24,14.2,24,13.3,24,16.8,-,24,D
Auckland Aero,20091129:0800,21.0,24,16.8,24,16.1,24,18.9,-,24,D
Auckland Aero,20091130:0800,21.1,24,15.5,24,15.3,24,18.3,-,24,D
Auckland Aero,20091201:0800,21.7,24,16.8,24,14.6,24,19.3,-,24,D
Auckland Aero,20091202:0800,24.3,24,17.6,24,15.6,24,21.0,-,24,D
Auckland Aero,20091203:0800,21.5,24,17.2,24,16.1,24,19.4,-,24,D
Auckland Aero,20091204:0800,22.5,24,14.1,24,13.1,24,18.3,-,24,D
Auckland Aero,20091205:0800,18.2,24,13.1,24,11.4,24,15.7,-,24,D
Auckland Aero,20091206:0800,21.0,24,10.6,24,6.9,24,15.8,-,24,D
Auckland Aero,20091207:0800,22.3,24,14.9,24,13.1,24,18.6,-,24,D
Auckland Aero,20091208:0800,20.1,24,13.5,24,10.3,24,16.8,-,24,D
Auckland Aero,20091209:0800,20.0,24,13.8,24,8.9,24,16.9,-,24,D
Auckland Aero,20091210:0800,21.8,24,13.0,24,7.8,24,17.4,-,24,D
Auckland Aero,20091211:0800,24.8,24,13.2,24,9.3,24,19.0,-,24,D
Auckland Aero,20091212:0800,25.6,24,18.3,24,17.5,24,22.0,-,24,D
Auckland Aero,20091213:0800,21.9,24,12.5,24,8.9,24,17.2,-,24,D
Auckland Aero,20091214:0800,21.0,24,15.8,24,14.1,24,18.4,-,24,D
Auckland Aero,20091215:0800,21.6,24,12.2,24,10.6,24,16.9,-,24,D
Auckland Aero,20091216:0800,18.7,24,10.9,24,8.2,24,14.8,-,24,D
Auckland Aero,20091217:0800,19.2,24,14.0,24,11.2,24,16.6,-,24,D
Auckland Aero,20091218:0800,20.1,24,12.3,24,10.4,24,16.2,-,24,D
